timestamp,temperature.gpu,power.draw,power.limit,utilization.gpu,utilization.memory,memory.used,memory.total,clocks.gr,clocks.mem,fan.speed,pstate
2026/02/05 00:17:34.638,72,29.45,[N/A],59,23,2002,4096,1695,7000,[N/A],P0
2026/02/05 00:17:35.723,72,28.46,[N/A],54,22,2020,4096,1695,7000,[N/A],P0
2026/02/05 00:17:36.806,72,27.24,[N/A],54,21,2020,4096,1695,7000,[N/A],P0
2026/02/05 00:17:37.891,72,28.49,[N/A],56,22,2020,4096,1695,7000,[N/A],P0
2026/02/05 00:17:38.988,72,27.83,[N/A],52,21,2020,4096,1695,7000,[N/A],P0
2026/02/05 00:17:40.080,72,27.82,[N/A],52,21,2029,4096,1695,7000,[N/A],P0
2026/02/05 00:17:41.165,72,27.81,[N/A],53,21,2029,4096,1695,7000,[N/A],P0
2026/02/05 00:17:42.254,72,26.47,[N/A],50,20,2029,4096,1695,7000,[N/A],P0
2026/02/05 00:17:43.337,73,28.06,[N/A],56,22,2029,4096,1695,7000,[N/A],P0
2026/02/05 00:17:44.421,72,27.92,[N/A],53,21,2050,4096,1695,7000,[N/A],P0
2026/02/05 00:17:45.508,72,30.64,[N/A],51,20,2059,4096,1695,7000,[N/A],P0
2026/02/05 00:17:46.590,72,28.39,[N/A],55,21,2069,4096,1695,7000,[N/A],P0
2026/02/05 00:17:47.672,73,28.66,[N/A],56,21,2071,4096,1695,7000,[N/A],P0
2026/02/05 00:17:48.761,73,29.56,[N/A],57,21,2075,4096,1695,7000,[N/A],P0
2026/02/05 00:17:49.845,72,28.09,[N/A],53,19,2076,4096,1695,7000,[N/A],P0
2026/02/05 00:17:50.930,72,26.98,[N/A],45,16,2077,4096,1695,7000,[N/A],P0
2026/02/05 00:17:52.013,73,27.45,[N/A],51,19,2080,4096,1695,7000,[N/A],P0
2026/02/05 00:17:53.103,72,27.52,[N/A],52,19,2086,4096,1695,7000,[N/A],P0
2026/02/05 00:17:54.180,73,26.57,[N/A],40,16,2087,4096,1695,7000,[N/A],P0
2026/02/05 00:17:55.268,72,28.56,[N/A],48,18,2087,4096,1695,7000,[N/A],P0
2026/02/05 00:17:56.360,72,27.18,[N/A],50,19,2091,4096,1695,7000,[N/A],P0
2026/02/05 00:17:57.444,73,26.68,[N/A],46,16,2098,4096,1695,7000,[N/A],P0
2026/02/05 00:17:58.525,72,26.85,[N/A],48,19,2108,4096,1695,7000,[N/A],P0
2026/02/05 00:17:59.607,72,26.93,[N/A],52,17,2112,4096,1695,7000,[N/A],P0
2026/02/05 00:18:00.690,73,29.30,[N/A],58,22,2113,4096,1695,7000,[N/A],P0
2026/02/05 00:18:01.775,74,32.89,[N/A],68,24,2114,4096,1695,7000,[N/A],P0
2026/02/05 00:18:02.860,73,31.45,[N/A],56,20,2114,4096,1695,7000,[N/A],P0
2026/02/05 00:18:03.929,73,29.08,[N/A],54,18,2114,4096,1695,7000,[N/A],P0
2026/02/05 00:18:05.015,73,29.26,[N/A],58,22,2114,4096,1695,7000,[N/A],P0
2026/02/05 00:18:06.099,73,29.85,[N/A],54,20,2115,4096,1695,7000,[N/A],P0
2026/02/05 00:18:07.181,73,31.01,[N/A],59,24,2116,4096,1695,7000,[N/A],P0
2026/02/05 00:18:08.267,72,29.85,[N/A],55,21,2116,4096,1695,7000,[N/A],P0
2026/02/05 00:18:09.335,72,25.59,[N/A],40,13,2116,4096,1695,7000,[N/A],P0
2026/02/05 00:18:10.419,72,22.72,[N/A],38,12,2116,4096,1695,7000,[N/A],P0
2026/02/05 00:18:11.503,72,22.72,[N/A],43,15,2116,4096,1695,7000,[N/A],P0
2026/02/05 00:18:12.585,72,27.52,[N/A],49,18,2116,4096,1695,7000,[N/A],P0
2026/02/05 00:18:13.674,73,28.41,[N/A],53,21,2130,4096,1695,7000,[N/A],P0
2026/02/05 00:18:14.760,73,29.03,[N/A],58,23,2130,4096,1695,7000,[N/A],P0
2026/02/05 00:18:15.844,73,28.85,[N/A],56,21,2143,4096,1695,7000,[N/A],P0
2026/02/05 00:18:16.926,72,28.82,[N/A],55,20,2143,4096,1695,7000,[N/A],P0
2026/02/05 00:18:18.004,73,24.56,[N/A],47,18,2143,4096,1695,7000,[N/A],P0
2026/02/05 00:18:19.088,72,23.53,[N/A],42,13,2146,4096,1695,7000,[N/A],P0
2026/02/05 00:18:20.174,72,23.04,[N/A],42,13,2146,4096,1695,7000,[N/A],P0
2026/02/05 00:18:21.262,72,24.02,[N/A],41,13,2146,4096,1695,7000,[N/A],P0
2026/02/05 00:18:22.344,72,23.09,[N/A],38,12,2156,4096,1695,7000,[N/A],P0
2026/02/05 00:18:23.444,72,21.36,[N/A],32,10,2163,4096,1695,7000,[N/A],P0
2026/02/05 00:18:24.521,71,19.92,[N/A],34,13,2164,4096,1575,7000,[N/A],P0
2026/02/05 00:18:25.613,72,24.29,[N/A],43,17,2167,4096,1695,7000,[N/A],P0
2026/02/05 00:18:26.695,72,25.75,[N/A],45,18,2169,4096,1695,7000,[N/A],P0
2026/02/05 00:18:27.774,72,26.55,[N/A],46,18,2169,4096,1695,7000,[N/A],P0
2026/02/05 00:18:28.853,72,25.15,[N/A],44,15,2171,4096,1695,7000,[N/A],P0
2026/02/05 00:18:29.953,72,22.48,[N/A],38,12,2171,4096,1695,7000,[N/A],P0
2026/02/05 00:18:31.038,72,22.76,[N/A],40,13,2175,4096,1695,7000,[N/A],P0
2026/02/05 00:18:32.121,72,22.64,[N/A],37,14,2181,4096,1695,7000,[N/A],P0
2026/02/05 00:18:33.205,71,22.74,[N/A],38,14,2181,4096,1620,7000,[N/A],P0
2026/02/05 00:18:34.277,71,20.66,[N/A],35,13,2182,4096,1575,7000,[N/A],P0
2026/02/05 00:18:35.362,71,20.15,[N/A],37,14,2183,4096,1575,7000,[N/A],P0
2026/02/05 00:18:36.444,71,19.26,[N/A],35,11,2184,4096,1575,7000,[N/A],P0
2026/02/05 00:18:37.534,71,19.27,[N/A],37,12,2184,4096,1575,7000,[N/A],P0
2026/02/05 00:18:38.619,71,19.49,[N/A],38,12,2184,4096,1575,7000,[N/A],P0
2026/02/05 00:18:39.700,71,18.79,[N/A],32,10,2184,4096,1575,7000,[N/A],P0
2026/02/05 00:18:40.764,71,19.40,[N/A],39,12,2184,4096,1575,7000,[N/A],P0
2026/02/05 00:18:41.845,71,20.92,[N/A],40,13,2184,4096,1687,7000,[N/A],P0
2026/02/05 00:18:42.927,71,21.97,[N/A],38,12,2184,4096,1695,7000,[N/A],P0
2026/02/05 00:18:44.010,71,20.76,[N/A],32,11,2197,4096,1575,7000,[N/A],P0
2026/02/05 00:18:45.107,71,20.16,[N/A],41,17,2197,4096,1635,7000,[N/A],P0
2026/02/05 00:18:46.190,71,21.28,[N/A],34,13,2197,4096,1650,7000,[N/A],P0
2026/02/05 00:18:47.298,71,21.15,[N/A],36,14,2197,4096,1575,7000,[N/A],P0
2026/02/05 00:18:48.383,71,19.62,[N/A],38,15,2200,4096,1575,7000,[N/A],P0
2026/02/05 00:18:49.469,71,19.31,[N/A],34,14,2204,4096,1575,7000,[N/A],P0
2026/02/05 00:18:50.583,71,17.97,[N/A],27,9,2203,4096,1575,7000,[N/A],P0
2026/02/05 00:18:51.665,71,18.66,[N/A],31,10,2204,4096,1575,7000,[N/A],P0
2026/02/05 00:18:52.745,71,19.65,[N/A],35,12,2204,4096,1575,7000,[N/A],P0
2026/02/05 00:18:53.827,71,18.93,[N/A],33,11,2203,4096,1575,7000,[N/A],P0
2026/02/05 00:18:54.908,71,18.39,[N/A],28,11,2207,4096,1575,7000,[N/A],P0
2026/02/05 00:18:55.988,71,18.65,[N/A],28,10,2213,4096,1575,7000,[N/A],P0
2026/02/05 00:18:57.073,71,18.84,[N/A],32,11,2215,4096,1575,7000,[N/A],P0
2026/02/05 00:18:58.157,71,20.07,[N/A],39,13,2225,4096,1575,7000,[N/A],P0
2026/02/05 00:18:59.242,71,20.07,[N/A],34,12,2225,4096,1575,7000,[N/A],P0
2026/02/05 00:19:00.312,71,20.69,[N/A],37,13,2226,4096,1575,7000,[N/A],P0
2026/02/05 00:19:01.377,71,21.26,[N/A],37,12,2225,4096,1627,7000,[N/A],P0
2026/02/05 00:19:02.474,71,21.35,[N/A],43,15,2226,4096,1695,7000,[N/A],P0
2026/02/05 00:19:03.553,71,23.34,[N/A],40,14,2231,4096,1695,7000,[N/A],P0
2026/02/05 00:19:04.638,71,22.77,[N/A],39,14,2232,4096,1695,7000,[N/A],P0
2026/02/05 00:19:05.719,71,22.75,[N/A],37,14,2232,4096,1657,7000,[N/A],P0
2026/02/05 00:19:06.803,71,22.33,[N/A],41,15,2234,4096,1680,7000,[N/A],P0
2026/02/05 00:19:07.886,71,24.62,[N/A],42,16,2247,4096,1695,7000,[N/A],P0
2026/02/05 00:19:08.971,71,24.86,[N/A],45,17,2247,4096,1695,7000,[N/A],P0
2026/02/05 00:19:10.042,71,24.18,[N/A],42,14,2254,4096,1695,7000,[N/A],P0
2026/02/05 00:19:11.122,71,23.05,[N/A],40,12,2254,4096,1695,7000,[N/A],P0
2026/02/05 00:19:12.210,71,23.41,[N/A],42,13,2258,4096,1695,7000,[N/A],P0
2026/02/05 00:19:13.295,71,26.90,[N/A],51,18,2258,4096,1695,7000,[N/A],P0
2026/02/05 00:19:14.377,71,26.28,[N/A],49,17,2257,4096,1695,7000,[N/A],P0
2026/02/05 00:19:15.459,71,26.26,[N/A],49,17,2257,4096,1695,7000,[N/A],P0
2026/02/05 00:19:16.543,71,26.57,[N/A],51,17,2257,4096,1695,7000,[N/A],P0
2026/02/05 00:19:17.625,71,26.20,[N/A],50,17,2257,4096,1695,7000,[N/A],P0
2026/02/05 00:19:18.708,72,26.18,[N/A],50,17,2265,4096,1695,7000,[N/A],P0
2026/02/05 00:19:19.802,71,25.39,[N/A],45,15,2265,4096,1695,7000,[N/A],P0
2026/02/05 00:19:20.873,71,25.56,[N/A],46,14,2265,4096,1695,7000,[N/A],P0
2026/02/05 00:19:21.952,72,25.67,[N/A],55,21,2263,4096,1695,7000,[N/A],P0
2026/02/05 00:19:23.036,73,31.60,[N/A],66,26,2263,4096,1695,7000,[N/A],P0
2026/02/05 00:19:24.108,72,33.01,[N/A],66,24,2263,4096,1695,7000,[N/A],P0
2026/02/05 00:19:25.193,72,28.22,[N/A],47,15,2274,4096,1695,7000,[N/A],P0
2026/02/05 00:19:26.277,72,27.46,[N/A],50,21,2277,4096,1695,7000,[N/A],P0
2026/02/05 00:19:27.358,72,27.58,[N/A],51,20,2283,4096,1695,7000,[N/A],P0
2026/02/05 00:19:28.433,72,28.50,[N/A],54,21,2284,4096,1695,7000,[N/A],P0
2026/02/05 00:19:29.511,72,27.10,[N/A],44,12,2291,4096,1695,7000,[N/A],P0
2026/02/05 00:19:30.594,73,28.94,[N/A],57,23,2298,4096,1695,7000,[N/A],P0
2026/02/05 00:19:31.681,72,29.19,[N/A],54,22,2300,4096,1695,7000,[N/A],P0
2026/02/05 00:19:32.763,72,27.20,[N/A],49,20,2300,4096,1695,7000,[N/A],P0
2026/02/05 00:19:33.848,72,27.04,[N/A],49,20,2300,4096,1695,7000,[N/A],P0
2026/02/05 00:19:34.929,72,27.07,[N/A],48,20,2300,4096,1695,7000,[N/A],P0
2026/02/05 00:19:36.011,72,27.10,[N/A],51,21,2315,4096,1695,7000,[N/A],P0
2026/02/05 00:19:37.097,72,27.53,[N/A],49,20,2317,4096,1695,7000,[N/A],P0
2026/02/05 00:19:38.193,72,27.70,[N/A],50,19,2317,4096,1695,7000,[N/A],P0
2026/02/05 00:19:39.278,72,29.13,[N/A],56,22,2317,4096,1695,7000,[N/A],P0
2026/02/05 00:19:40.359,73,29.87,[N/A],59,24,2317,4096,1695,7000,[N/A],P0
2026/02/05 00:19:41.441,72,28.00,[N/A],48,19,2319,4096,1695,7000,[N/A],P0
2026/02/05 00:19:42.534,72,26.37,[N/A],53,21,2319,4096,1695,7000,[N/A],P0
2026/02/05 00:19:43.618,72,26.33,[N/A],43,14,2319,4096,1695,7000,[N/A],P0
2026/02/05 00:19:44.697,73,27.78,[N/A],55,22,2320,4096,1695,7000,[N/A],P0
2026/02/05 00:19:45.778,72,26.55,[N/A],43,16,2320,4096,1695,7000,[N/A],P0
2026/02/05 00:19:46.858,72,27.42,[N/A],55,21,2325,4096,1695,7000,[N/A],P0
2026/02/05 00:19:47.943,73,28.92,[N/A],50,18,2325,4096,1695,7000,[N/A],P0
2026/02/05 00:19:49.021,72,28.22,[N/A],50,16,2325,4096,1695,7000,[N/A],P0
2026/02/05 00:19:50.089,72,27.98,[N/A],50,17,2325,4096,1695,7000,[N/A],P0
2026/02/05 00:19:51.154,72,26.71,[N/A],34,11,2325,4096,1695,7000,[N/A],P0
2026/02/05 00:19:52.218,72,23.48,[N/A],40,14,2335,4096,1695,7000,[N/A],P0
2026/02/05 00:19:53.290,72,24.81,[N/A],42,15,2340,4096,1695,7000,[N/A],P0
2026/02/05 00:19:54.367,72,23.45,[N/A],41,12,2340,4096,1695,7000,[N/A],P0
2026/02/05 00:19:55.448,72,24.83,[N/A],43,14,2340,4096,1695,7000,[N/A],P0
2026/02/05 00:19:56.535,72,24.40,[N/A],42,14,2340,4096,1695,7000,[N/A],P0
2026/02/05 00:19:57.617,72,24.37,[N/A],41,13,2340,4096,1695,7000,[N/A],P0
2026/02/05 00:19:58.699,71,24.27,[N/A],42,13,2340,4096,1695,7000,[N/A],P0
2026/02/05 00:19:59.783,72,23.88,[N/A],41,15,2341,4096,1695,7000,[N/A],P0
2026/02/05 00:20:00.844,72,22.88,[N/A],32,13,2342,4096,1695,7000,[N/A],P0
2026/02/05 00:20:01.929,71,22.39,[N/A],39,13,2343,4096,1597,7000,[N/A],P0
2026/02/05 00:20:03.139,72,22.12,[N/A],36,14,2345,4096,1642,7000,[N/A],P0
2026/02/05 00:20:04.205,72,23.70,[N/A],46,21,2348,4096,1695,7000,[N/A],P0
2026/02/05 00:20:05.273,72,26.17,[N/A],48,20,2348,4096,1695,7000,[N/A],P0
2026/02/05 00:20:06.352,72,25.16,[N/A],39,16,2352,4096,1695,7000,[N/A],P0
2026/02/05 00:20:07.442,72,25.86,[N/A],47,21,2358,4096,1695,7000,[N/A],P0
2026/02/05 00:20:08.520,72,26.50,[N/A],49,21,2363,4096,1695,7000,[N/A],P0
2026/02/05 00:20:09.604,72,25.93,[N/A],44,17,2363,4096,1695,7000,[N/A],P0
2026/02/05 00:20:10.690,72,26.99,[N/A],55,22,2363,4096,1695,7000,[N/A],P0
2026/02/05 00:20:11.774,72,27.12,[N/A],51,21,2369,4096,1695,7000,[N/A],P0
2026/02/05 00:20:12.853,72,26.00,[N/A],44,19,2369,4096,1695,7000,[N/A],P0
2026/02/05 00:20:13.928,72,25.31,[N/A],44,18,2371,4096,1695,7000,[N/A],P0
2026/02/05 00:20:15.012,72,24.78,[N/A],44,16,2371,4096,1695,7000,[N/A],P0
2026/02/05 00:20:16.098,72,26.46,[N/A],48,19,2371,4096,1695,7000,[N/A],P0
2026/02/05 00:20:17.177,72,27.56,[N/A],55,22,2376,4096,1695,7000,[N/A],P0
2026/02/05 00:20:18.268,72,24.84,[N/A],43,17,2379,4096,1695,7000,[N/A],P0
2026/02/05 00:20:19.351,72,24.79,[N/A],40,18,2384,4096,1695,7000,[N/A],P0
2026/02/05 00:20:20.437,72,26.48,[N/A],52,21,2385,4096,1695,7000,[N/A],P0
2026/02/05 00:20:21.526,72,27.30,[N/A],51,24,2385,4096,1695,7000,[N/A],P0
2026/02/05 00:20:22.608,73,25.91,[N/A],42,18,2385,4096,1695,7000,[N/A],P0
2026/02/05 00:20:23.697,72,24.72,[N/A],39,18,2386,4096,1687,7000,[N/A],P0
2026/02/05 00:20:24.783,72,25.47,[N/A],47,20,2391,4096,1695,7000,[N/A],P0
2026/02/05 00:20:25.865,72,26.20,[N/A],45,20,2408,4096,1695,7000,[N/A],P0
2026/02/05 00:20:26.959,72,25.59,[N/A],45,20,2412,4096,1695,7000,[N/A],P0
2026/02/05 00:20:28.043,73,25.41,[N/A],44,16,2412,4096,1695,7000,[N/A],P0
2026/02/05 00:20:29.124,72,26.24,[N/A],46,17,2412,4096,1695,7000,[N/A],P0
2026/02/05 00:20:30.195,72,27.19,[N/A],50,19,2412,4096,1695,7000,[N/A],P0
2026/02/05 00:20:31.262,73,27.23,[N/A],49,19,2412,4096,1695,7000,[N/A],P0
2026/02/05 00:20:32.345,72,27.39,[N/A],50,19,2412,4096,1695,7000,[N/A],P0
2026/02/05 00:20:33.477,72,24.69,[N/A],12,5,2411,4096,1695,7000,[N/A],P0
2026/02/05 00:20:34.560,73,31.47,[N/A],67,27,2411,4096,1695,7000,[N/A],P0
2026/02/05 00:20:35.645,73,33.11,[N/A],62,24,2411,4096,1695,7000,[N/A],P0
2026/02/05 00:20:36.730,73,30.19,[N/A],58,19,2411,4096,1695,7000,[N/A],P0
2026/02/05 00:20:37.813,72,26.22,[N/A],42,13,2411,4096,1695,7000,[N/A],P0
2026/02/05 00:20:38.900,73,27.46,[N/A],55,21,2411,4096,1695,7000,[N/A],P0
2026/02/05 00:20:39.983,73,28.78,[N/A],54,21,2411,4096,1695,7000,[N/A],P0
2026/02/05 00:20:41.080,73,28.86,[N/A],54,21,2411,4096,1695,7000,[N/A],P0
2026/02/05 00:20:42.167,73,28.67,[N/A],54,21,2411,4096,1695,7000,[N/A],P0
2026/02/05 00:20:43.249,73,28.97,[N/A],56,22,2411,4096,1695,7000,[N/A],P0
2026/02/05 00:20:44.330,73,28.02,[N/A],57,23,2411,4096,1695,7000,[N/A],P0
2026/02/05 00:20:45.415,73,28.34,[N/A],50,20,2411,4096,1695,7000,[N/A],P0
2026/02/05 00:20:46.494,73,24.91,[N/A],39,13,2411,4096,1695,7000,[N/A],P0
2026/02/05 00:20:47.577,73,26.78,[N/A],42,16,2411,4096,1695,7000,[N/A],P0
2026/02/05 00:20:48.661,73,26.75,[N/A],49,20,2411,4096,1695,7000,[N/A],P0
2026/02/05 00:20:49.747,73,27.78,[N/A],51,19,2412,4096,1695,7000,[N/A],P0
2026/02/05 00:20:50.844,73,26.69,[N/A],47,16,2412,4096,1695,7000,[N/A],P0
2026/02/05 00:20:51.927,73,28.82,[N/A],57,23,2412,4096,1695,7000,[N/A],P0
2026/02/05 00:20:53.009,73,28.69,[N/A],51,21,2412,4096,1695,7000,[N/A],P0
2026/02/05 00:20:54.087,73,26.49,[N/A],47,16,2412,4096,1695,7000,[N/A],P0
2026/02/05 00:20:55.157,73,27.11,[N/A],52,20,2412,4096,1695,7000,[N/A],P0
2026/02/05 00:20:56.237,73,26.87,[N/A],51,19,2412,4096,1695,7000,[N/A],P0
2026/02/05 00:20:57.323,73,28.70,[N/A],53,22,2412,4096,1695,7000,[N/A],P0
2026/02/05 00:20:58.401,73,27.29,[N/A],46,17,2413,4096,1695,7000,[N/A],P0
2026/02/05 00:20:59.481,73,24.46,[N/A],42,16,2413,4096,1695,7000,[N/A],P0
2026/02/05 00:21:00.567,73,25.24,[N/A],42,16,2413,4096,1695,7000,[N/A],P0
2026/02/05 00:21:01.654,73,25.38,[N/A],44,18,2413,4096,1695,7000,[N/A],P0
2026/02/05 00:21:02.721,73,28.95,[N/A],54,19,2413,4096,1695,7000,[N/A],P0
2026/02/05 00:21:03.802,73,26.43,[N/A],38,16,2413,4096,1695,7000,[N/A],P0
2026/02/05 00:21:04.868,73,25.10,[N/A],45,17,2414,4096,1695,7000,[N/A],P0
2026/02/05 00:21:05.953,73,26.06,[N/A],45,17,2414,4096,1695,7000,[N/A],P0
2026/02/05 00:21:07.032,73,24.32,[N/A],40,16,2414,4096,1695,7000,[N/A],P0
2026/02/05 00:21:08.113,73,23.70,[N/A],36,14,2416,4096,1695,7000,[N/A],P0
2026/02/05 00:21:09.194,72,21.14,[N/A],35,14,2417,4096,1575,7000,[N/A],P0
2026/02/05 00:21:10.274,73,23.06,[N/A],41,16,2419,4096,1695,7000,[N/A],P0
2026/02/05 00:21:11.363,73,24.52,[N/A],40,16,2420,4096,1695,7000,[N/A],P0
2026/02/05 00:21:12.430,72,22.89,[N/A],36,11,2419,4096,1695,7000,[N/A],P0
2026/02/05 00:21:13.499,73,24.31,[N/A],43,14,2419,4096,1695,7000,[N/A],P0
2026/02/05 00:21:14.567,72,21.94,[N/A],39,11,2419,4096,1695,7000,[N/A],P0
2026/02/05 00:21:15.647,73,24.05,[N/A],41,16,2424,4096,1695,7000,[N/A],P0
2026/02/05 00:21:16.726,73,25.02,[N/A],39,14,2426,4096,1695,7000,[N/A],P0
2026/02/05 00:21:17.809,73,25.36,[N/A],40,16,2426,4096,1695,7000,[N/A],P0
2026/02/05 00:21:18.893,73,24.78,[N/A],41,15,2426,4096,1695,7000,[N/A],P0
2026/02/05 00:21:19.978,73,25.01,[N/A],42,16,2426,4096,1695,7000,[N/A],P0
2026/02/05 00:21:21.055,73,26.01,[N/A],44,18,2426,4096,1695,7000,[N/A],P0
2026/02/05 00:21:22.138,73,25.55,[N/A],42,18,2426,4096,1695,7000,[N/A],P0
2026/02/05 00:21:23.220,72,25.34,[N/A],40,16,2437,4096,1695,7000,[N/A],P0
2026/02/05 00:21:24.301,72,23.42,[N/A],34,13,2437,4096,1695,7000,[N/A],P0
2026/02/05 00:21:25.373,72,21.36,[N/A],28,11,2437,4096,1575,7000,[N/A],P0
2026/02/05 00:21:26.454,72,21.74,[N/A],38,15,2437,4096,1575,7000,[N/A],P0
2026/02/05 00:21:27.543,72,20.34,[N/A],34,12,2437,4096,1575,7000,[N/A],P0
2026/02/05 00:21:28.605,72,21.77,[N/A],31,11,2437,4096,1657,7000,[N/A],P0
2026/02/05 00:21:29.693,72,22.11,[N/A],32,12,2446,4096,1657,7000,[N/A],P0
2026/02/05 00:21:30.772,72,22.07,[N/A],39,16,2446,4096,1575,7000,[N/A],P0
2026/02/05 00:21:31.864,72,20.73,[N/A],38,13,2451,4096,1575,7000,[N/A],P0
2026/02/05 00:21:32.945,72,20.78,[N/A],41,15,2451,4096,1605,7000,[N/A],P0
2026/02/05 00:21:34.028,72,21.61,[N/A],36,14,2458,4096,1605,7000,[N/A],P0
2026/02/05 00:21:35.121,72,20.93,[N/A],36,14,2471,4096,1575,7000,[N/A],P0
2026/02/05 00:21:36.192,71,20.36,[N/A],35,13,2471,4096,1575,7000,[N/A],P0
2026/02/05 00:21:37.273,71,20.27,[N/A],39,15,2475,4096,1575,7000,[N/A],P0
2026/02/05 00:21:38.353,72,23.36,[N/A],39,16,2477,4096,1680,7000,[N/A],P0
2026/02/05 00:21:39.437,72,24.99,[N/A],41,17,2477,4096,1695,7000,[N/A],P0
2026/02/05 00:21:40.511,72,25.44,[N/A],40,16,2478,4096,1695,7000,[N/A],P0
2026/02/05 00:21:41.594,72,25.32,[N/A],41,16,2480,4096,1695,7000,[N/A],P0
2026/02/05 00:21:42.673,72,25.27,[N/A],45,18,2487,4096,1695,7000,[N/A],P0
2026/02/05 00:21:43.761,72,24.33,[N/A],45,18,2485,4096,1695,7000,[N/A],P0
2026/02/05 00:21:44.850,72,25.28,[N/A],39,16,2485,4096,1695,7000,[N/A],P0
2026/02/05 00:21:45.932,72,23.78,[N/A],37,14,2487,4096,1687,7000,[N/A],P0
2026/02/05 00:21:47.017,72,23.50,[N/A],41,15,2489,4096,1695,7000,[N/A],P0
2026/02/05 00:21:48.101,72,24.62,[N/A],45,18,2488,4096,1695,7000,[N/A],P0
2026/02/05 00:21:49.201,72,24.79,[N/A],46,18,2488,4096,1695,7000,[N/A],P0
2026/02/05 00:21:50.294,72,26.13,[N/A],47,18,2488,4096,1695,7000,[N/A],P0
2026/02/05 00:21:51.372,73,26.84,[N/A],55,20,2499,4096,1695,7000,[N/A],P0
2026/02/05 00:21:52.457,73,30.01,[N/A],50,20,2500,4096,1695,7000,[N/A],P0
2026/02/05 00:21:53.553,73,29.95,[N/A],55,23,2502,4096,1695,7000,[N/A],P0
2026/02/05 00:21:54.639,73,29.97,[N/A],54,23,2511,4096,1695,7000,[N/A],P0
2026/02/05 00:21:55.721,73,31.09,[N/A],58,28,2514,4096,1695,7000,[N/A],P0
2026/02/05 00:21:56.808,73,31.33,[N/A],58,29,2514,4096,1695,7000,[N/A],P0
2026/02/05 00:21:57.890,73,27.09,[N/A],28,13,2514,4096,1695,7000,[N/A],P0
2026/02/05 00:21:58.973,73,28.90,[N/A],56,22,2514,4096,1695,7000,[N/A],P0
2026/02/05 00:22:00.057,74,32.54,[N/A],65,26,2514,4096,1695,7000,[N/A],P0
2026/02/05 00:22:01.122,73,29.91,[N/A],55,21,2514,4096,1695,7000,[N/A],P0
2026/02/05 00:22:02.205,73,31.08,[N/A],63,23,2514,4096,1695,7000,[N/A],P0
2026/02/05 00:22:03.294,73,31.80,[N/A],53,21,2514,4096,1695,7000,[N/A],P0
2026/02/05 00:22:04.391,73,28.38,[N/A],55,22,2514,4096,1695,7000,[N/A],P0
2026/02/05 00:22:05.469,73,27.64,[N/A],50,20,2514,4096,1695,7000,[N/A],P0
2026/02/05 00:22:06.537,73,29.01,[N/A],53,21,2514,4096,1695,7000,[N/A],P0
2026/02/05 00:22:07.624,73,27.80,[N/A],55,22,2514,4096,1695,7000,[N/A],P0
2026/02/05 00:22:08.710,74,28.71,[N/A],54,21,2514,4096,1695,7000,[N/A],P0
2026/02/05 00:22:09.796,74,29.45,[N/A],54,21,2514,4096,1695,7000,[N/A],P0
2026/02/05 00:22:10.883,73,26.76,[N/A],49,19,2514,4096,1695,7000,[N/A],P0
2026/02/05 00:22:11.966,73,27.59,[N/A],50,21,2515,4096,1695,7000,[N/A],P0
2026/02/05 00:22:13.048,74,28.55,[N/A],53,22,2515,4096,1695,7000,[N/A],P0
2026/02/05 00:22:14.133,74,29.61,[N/A],56,22,2515,4096,1695,7000,[N/A],P0
2026/02/05 00:22:15.220,74,32.03,[N/A],61,26,2515,4096,1695,7000,[N/A],P0
2026/02/05 00:22:16.305,73,27.69,[N/A],48,19,2515,4096,1695,7000,[N/A],P0
2026/02/05 00:22:17.386,74,28.92,[N/A],54,22,2515,4096,1695,7000,[N/A],P0
2026/02/05 00:22:18.454,73,27.90,[N/A],47,18,2515,4096,1695,7000,[N/A],P0
2026/02/05 00:22:19.541,73,26.60,[N/A],49,19,2515,4096,1695,7000,[N/A],P0
2026/02/05 00:22:20.625,73,27.85,[N/A],43,16,2515,4096,1695,7000,[N/A],P0
2026/02/05 00:22:21.728,74,26.22,[N/A],45,18,2515,4096,1695,7000,[N/A],P0
2026/02/05 00:22:22.808,74,29.88,[N/A],52,22,2515,4096,1695,7000,[N/A],P0
2026/02/05 00:22:23.893,74,28.53,[N/A],51,22,2515,4096,1695,7000,[N/A],P0
2026/02/05 00:22:24.973,73,28.15,[N/A],50,20,2515,4096,1695,7000,[N/A],P0
2026/02/05 00:22:26.062,73,25.07,[N/A],42,17,2515,4096,1695,7000,[N/A],P0
2026/02/05 00:22:27.147,74,26.69,[N/A],53,20,2515,4096,1695,7000,[N/A],P0
2026/02/05 00:22:28.216,73,27.28,[N/A],44,17,2515,4096,1695,7000,[N/A],P0
2026/02/05 00:22:29.295,73,24.38,[N/A],45,18,2515,4096,1695,7000,[N/A],P0
2026/02/05 00:22:30.378,73,24.92,[N/A],44,19,2515,4096,1695,7000,[N/A],P0
2026/02/05 00:22:31.461,73,24.83,[N/A],47,20,2515,4096,1695,7000,[N/A],P0
2026/02/05 00:22:32.546,73,25.10,[N/A],46,20,2516,4096,1695,7000,[N/A],P0
2026/02/05 00:22:33.615,73,24.88,[N/A],44,19,2516,4096,1695,7000,[N/A],P0
2026/02/05 00:22:34.693,73,24.13,[N/A],37,15,2516,4096,1695,7000,[N/A],P0
